range;linha;descricao;posto;datainicioplan;datafimplan;datainicioreal;datafimreal;fimreal_fimplan;inicioreal_inicioplan;fimreal_inicioreal;fimplan_inicioplan
L1586;CF-1;INTERFACE;Interface ;2019-05-22 10:00:00.000;2019-05-27 09:30:00.000;2019-05-24 09:00:00.000;2019-05-28 15:00:00.000;-1;-2;3;4
L1586;CF-1;GATE A;Gate A;2019-05-22 10:00:00.000;2019-05-27 09:30:00.000;2019-05-29 07:00:00.000;2019-05-30 15:00:00.000;-3;-5;2;4
L1586;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2019-03-25 10:00:00.000;2019-03-28 09:30:00.000;2019-03-19 06:30:00.000;2019-03-19 15:40:00.000;7;4;1;4
L1586;CF-3;65420;65420 - Enquadramento Porta;2019-04-04 10:00:00.000;2019-04-10 09:30:00.000;2019-03-14 13:40:00.000;2019-03-18 11:00:00.000;16;14;3;5
L1586;CF-3;65480;65480 - Enquadramento Porta;2019-04-02 10:00:00.000;2019-04-08 09:30:00.000;2019-03-21 14:00:00.000;2019-03-25 15:30:00.000;9;8;3;4
L1586;CF-3;65540;65540 - Enquadramento Porta;2019-04-02 10:00:00.000;2019-04-08 09:30:00.000;2019-03-19 15:00:00.000;2019-03-21 13:45:00.000;11;10;3;4
L1586;CF-3;65600;65600 - Piso;2019-04-16 10:00:00.000;2019-04-22 09:30:00.000;2019-03-27 07:00:00.000;2019-03-29 15:30:00.000;14;13;3;4
L1586;CF-3;65660;65660 - Piso;2019-04-16 10:00:00.000;2019-04-22 09:30:00.000;2019-03-18 06:30:00.000;2019-03-19 15:00:00.000;22;20;2;4
L1586;CF-3;65180 LIGHT;65180 - Light Lower Panel;2019-03-28 10:00:00.000;2019-04-02 09:30:00.000;2019-03-19 14:30:00.000;2019-03-21 23:50:00.000;8;7;3;4
L1586;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2019-04-04 10:00:00.000;2019-04-10 09:30:00.000;2019-03-08 09:30:00.000;2019-03-12 10:00:00.000;20;18;3;5
L1586;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2019-04-10 10:00:00.000;2019-04-15 09:30:00.000;2019-03-20 22:30:00.000;2019-03-22 16:45:00.000;15;14;3;4
L1586;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2019-03-29 10:00:00.000;2019-04-03 09:30:00.000;2019-02-28 23:00:00.000;2019-03-08 19:20:00.000;18;19;5;3
L1586;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2019-03-29 10:00:00.000;2019-04-03 09:30:00.000;2019-03-07 16:35:00.000;2019-03-11 11:00:00.000;17;16;3;3
L1586;CF-3;65180;65180 - Lower Panel;2019-04-02 10:00:00.000;2019-04-08 09:30:00.000;2019-03-21 23:59:00.000;2019-03-25 15:00:00.000;9;8;3;4
L1586;CF-3;65720;65720 - Lower Fuselage;2019-04-08 10:00:00.000;2019-04-11 09:30:00.000;2019-03-25 15:15:00.000;2019-03-27 00:30:00.000;10;9;3;4
L1586;CF-3;65240;65240 - Lower Panel RH;2019-04-10 10:00:00.000;2019-04-15 09:30:00.000;2019-03-19 12:30:00.000;2019-03-22 08:00:00.000;15;15;4;4
L1586;CF-3;65110;65110 - Lateral LowerRH;2019-04-15 10:00:00.000;2019-04-24 09:30:00.000;2019-03-29 07:00:00.000;2019-04-03 14:00:00.000;13;10;3;7
L1586;CF-3;65120;65120 - Lower Panel LF;2019-04-16 10:00:00.000;2019-04-22 09:30:00.000;2019-03-25 06:30:00.000;2019-03-27 15:10:00.000;16;15;3;4
L1586;CF-3;65900;65900 - Shell Lower;2019-04-25 10:00:00.000;2019-05-06 09:30:00.000;2019-04-17 06:30:00.000;2019-04-24 23:00:00.000;7;5;5;7
L1586;CF-3;65400;65400 - Upper Panel;2019-04-04 10:00:00.000;2019-04-10 09:30:00.000;2019-03-14 10:30:00.000;2019-03-19 14:00:00.000;15;14;4;5
L1586;CF-3;65360;65360 - Upper Panel RH;2019-04-04 10:00:00.000;2019-04-10 09:30:00.000;2019-03-13 15:30:00.000;2019-03-18 15:40:00.000;16;15;4;5
L1586;CF-3;65300;65300 - Upper Panel LF;2019-04-04 10:00:00.000;2019-04-10 09:30:00.000;2019-03-18 08:30:00.000;2019-03-21 08:20:00.000;13;12;4;5
L1586;CF-3;65780;65780 - Lateral Upper LF;2019-04-11 10:00:00.000;2019-04-16 09:30:00.000;2019-04-08 13:45:00.000;2019-04-11 13:00:00.000;3;3;4;4
L1586;CF-3;65840;65840 - Lateral Upper RH;2019-04-11 10:00:00.000;2019-04-16 09:30:00.000;2019-04-04 17:00:00.000;2019-04-09 00:30:00.000;5;5;4;4
L1586;CF-3;65960;65960 - Shell Upper;2019-04-22 10:00:00.000;2019-04-30 09:30:00.000;2019-04-15 06:00:00.000;2019-04-23 15:00:00.000;5;4;6;7
L1586;CF-3;66000;66000 - Assy Junction;2019-05-06 10:00:00.000;2019-05-14 09:30:00.000;2019-04-26 09:30:00.000;2019-05-03 23:30:00.000;7;5;5;7
L1586;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-05-15 10:00:00.000;2019-05-20 09:30:00.000;2019-05-06 07:00:00.000;2019-05-10 12:00:00.000;6;7;5;4
L1586;CF-3;GATE A;Gate A;2019-05-20 10:00:00.000;2019-05-23 09:30:00.000;2019-05-10 13:00:00.000;2019-05-15 15:40:00.000;6;6;4;4
L1586;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-06-10 07:30:00.000;2019-06-11 16:30:00.000;2019-05-16 07:00:00.000;2019-05-20 08:40:00.000;16;17;3;2
L1586;CF-3;COMPLEMENTAÇÃO;Complementação;2019-06-12 07:30:00.000;2019-06-19 16:30:00.000;2019-05-20 09:00:00.000;2019-05-24 22:00:00.000;18;17;5;6
L1586;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-06-24 07:30:00.000;2019-06-24 16:30:00.000;2019-05-25 07:00:00.000;2019-05-27 22:00:00.000;19;19;1;1
L1586;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-06-25 07:30:00.000;2019-06-25 16:30:00.000;2019-05-28 07:00:00.000;2019-05-29 22:00:00.000;18;19;2;1
L1586;CF-3;SELAGEM;Selagem;2019-06-26 07:30:00.000;2019-06-26 16:30:00.000;2019-05-30 07:00:00.000;2019-06-10 15:00:00.000;11;18;8;1
L1586;CF-3;PINTURA;Pintura;2019-06-27 07:30:00.000;2019-06-27 16:30:00.000;2019-06-11 07:00:00.000;2019-06-12 22:00:00.000;10;11;2;1
L1586;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-06-28 12:30:00.000;2019-06-28 16:30:00.000;2019-06-13 07:00:00.000;2019-06-13 22:00:00.000;10;10;1;1
L1586;CF-3;PU FINAL;PU Final;2019-07-01 07:30:00.000;2019-07-02 16:30:00.000;2019-06-14 07:00:00.000;2019-06-24 22:00:00.000;6;10;6;2
L1586;CF-3;GATE C;Gate C;2019-07-03 07:30:00.000;2019-07-03 16:30:00.000;2019-06-25 07:00:00.000;2019-07-16 15:00:00.000;-8;6;15;1
L1586;CF-3;ENVIO EADI;Fuselagem Disponível;2019-07-04 07:30:00.000;2019-07-04 07:30:00.000;2019-07-17 17:07:00.000;2019-07-17 17:40:00.000;-8;-8;1;1
L1587;CF-1;COMPLEMENTAÇÃO;Complementação;2019-05-27 10:00:00.000;2019-06-05 09:30:00.000;2019-06-05 07:00:00.000;2019-06-11 22:00:00.000;-4;-7;5;8
L1587;CF-1;GATE B QUA;Gate B Qualidade;2019-06-05 10:00:00.000;2019-06-05 12:00:00.000;2019-06-12 07:00:00.000;2019-06-13 22:00:00.000;-6;-5;2;1
L1587;CF-1;GATE B PRO;Gate B Produção;2019-06-05 12:30:00.000;2019-06-06 09:30:00.000;2019-06-14 07:00:00.000;2019-06-14 15:00:00.000;-6;-7;1;2
L1587;CF-1;SELAGEM;Selagem;2019-06-06 10:00:00.000;2019-06-07 09:30:00.000;2019-06-15 07:00:00.000;2019-06-15 22:00:00.000;-6;-7;1;2
L1587;CF-1;PINTURA;Pintura;2019-06-07 10:00:00.000;2019-06-10 09:30:00.000;2019-06-16 07:00:00.000;2019-06-17 22:00:00.000;-5;-6;1;2
L1587;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-06-10 10:00:00.000;2019-06-10 14:30:00.000;2019-06-18 07:00:00.000;2019-06-18 12:00:00.000;-6;-6;1;1
L1587;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-06-10 15:00:00.000;2019-06-11 09:30:00.000;2019-06-18 13:00:00.000;2019-06-18 19:00:00.000;-5;-6;1;2
L1587;CF-1;PU FINAL;PU Final;2019-06-11 10:00:00.000;2019-06-13 09:30:00.000;2019-06-18 20:00:00.000;2019-06-18 23:00:00.000;-3;-5;1;3
L1587;CF-1;GATE C;Gate C;2019-06-13 10:00:00.000;2019-06-14 09:30:00.000;2019-06-19 07:00:00.000;2019-06-19 15:00:00.000;-3;-4;1;2
L1587;CF-1;ENVIO EADI;Fuselagem Disponível;2019-06-14 10:00:00.000;2019-06-14 10:00:00.000;2019-06-19 17:30:00.000;2019-06-19 18:20:00.000;-3;-3;1;1
L1587;CF-1;67080;67080 - Enquadramento Porta;2019-05-07 07:30:00.000;2019-05-09 16:30:00.000;2019-05-09 10:00:00.000;2019-05-10 15:00:00.000;-1;-2;2;3
L1587;CF-1;67120;67120 - Piso;2019-05-07 07:30:00.000;2019-05-15 16:30:00.000;2019-05-09 06:30:00.000;2019-05-14 14:30:00.000;1;-2;4;7
L1587;CF-1;67061;67061 - Lateral Lower Right;2019-05-08 07:30:00.000;2019-05-10 16:30:00.000;2019-05-13 09:30:00.000;2019-05-14 15:00:00.000;-2;-3;2;3
L1587;CF-1;67065;67065 - Lateral Lower Right;2019-05-14 07:30:00.000;2019-05-16 16:30:00.000;2019-05-15 07:00:00.000;2019-05-15 15:00:00.000;1;-1;1;3
L1587;CF-1;67051;67051 - Lateral Lower Left;2019-05-13 07:30:00.000;2019-05-15 16:30:00.000;2019-05-17 09:00:00.000;2019-05-21 10:00:00.000;-4;-4;3;3
L1587;CF-1;67030;67030 - Shell Lower;2019-05-17 07:30:00.000;2019-05-21 16:30:00.000;2019-05-23 09:00:00.000;2019-05-25 11:00:00.000;-4;-4;2;3
L1587;CF-1;67042;67042 - Lateral Upper LF;2019-05-10 07:30:00.000;2019-05-14 16:30:00.000;2019-05-17 07:00:00.000;2019-05-21 10:00:00.000;-5;-5;3;3
L1587;CF-1;67041;67041 - Lateral Lower RH;2019-05-13 07:30:00.000;2019-05-15 16:30:00.000;2019-05-10 15:00:00.000;2019-05-16 15:00:00.000;-1;1;5;3
L1587;CF-1;67040;67040 - Shell Upper;2019-05-16 07:30:00.000;2019-05-20 16:30:00.000;2019-05-26 10:00:00.000;2019-05-28 15:00:00.000;-6;-7;2;3
L1587;CF-1;67010;67010 - Assy Junction;2019-05-22 07:30:00.000;2019-05-24 16:30:00.000;2019-05-29 09:00:00.000;2019-05-30 15:00:00.000;-4;-5;2;3
L1587;CF-1;INTERFACE;Interface ;2019-05-28 07:30:00.000;2019-05-30 16:30:00.000;2019-05-31 07:00:00.000;2019-06-03 15:00:00.000;-2;-3;2;3
L1587;CF-1;GATE A;Gate A;2019-05-28 07:30:00.000;2019-05-30 16:30:00.000;2019-06-04 07:00:00.000;2019-06-04 15:00:00.000;-3;-5;1;3
L1587;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2019-03-29 07:30:00.000;2019-04-02 16:30:00.000;2019-03-27 07:00:00.000;2019-03-27 15:30:00.000;4;2;1;3
L1587;CF-3;65420;65420 - Enquadramento Porta;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-18 12:00:00.000;2019-03-19 15:00:00.000;18;17;2;3
L1587;CF-3;65480;65480 - Enquadramento Porta;2019-04-09 07:30:00.000;2019-04-11 16:30:00.000;2019-03-26 06:30:00.000;2019-03-27 15:30:00.000;10;9;2;3
L1587;CF-3;65540;65540 - Enquadramento Porta;2019-04-09 07:30:00.000;2019-04-11 16:30:00.000;2019-03-26 12:00:00.000;2019-03-28 08:00:00.000;9;9;3;3
L1587;CF-3;65600;65600 - Piso;2019-04-23 07:30:00.000;2019-04-25 16:30:00.000;2019-04-01 06:30:00.000;2019-04-03 15:30:00.000;14;14;2;3
L1587;CF-3;65660;65660 - Piso;2019-04-23 07:30:00.000;2019-04-25 16:30:00.000;2019-03-20 10:00:00.000;2019-03-22 15:30:00.000;22;22;3;3
L1587;CF-3;65180 LIGHT;65180 - Light Lower Panel;2019-04-03 07:30:00.000;2019-04-08 16:30:00.000;2019-03-27 15:15:00.000;2019-03-29 15:20:00.000;5;5;3;3
L1587;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-14 15:00:00.000;2019-03-18 15:30:00.000;19;19;3;3
L1587;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2019-04-16 07:30:00.000;2019-04-18 16:30:00.000;2019-03-22 17:00:00.000;2019-03-28 06:40:00.000;14;16;5;3
L1587;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2019-04-04 07:30:00.000;2019-04-09 16:30:00.000;2019-03-08 19:30:00.000;2019-03-14 09:10:00.000;17;18;5;4
L1587;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2019-04-04 07:30:00.000;2019-04-09 16:30:00.000;2019-03-13 06:20:00.000;2019-03-15 11:00:00.000;16;15;3;4
L1587;CF-3;65180;65180 - Lower Panel;2019-04-09 07:30:00.000;2019-04-11 16:30:00.000;2019-03-29 17:00:00.000;2019-04-01 23:30:00.000;7;6;2;3
L1587;CF-3;65720;65720 - Lower Fuselage;2019-04-12 07:30:00.000;2019-04-16 16:30:00.000;2019-04-02 06:20:00.000;2019-04-04 00:30:00.000;8;7;2;3
L1587;CF-3;65240;65240 - Lower Panel RH;2019-04-16 07:30:00.000;2019-04-18 16:30:00.000;2019-03-22 08:30:00.000;2019-03-27 07:30:00.000;15;16;4;3
L1587;CF-3;65110;65110 - Lateral LowerRH;2019-04-22 07:30:00.000;2019-04-29 16:30:00.000;2019-04-04 09:00:00.000;2019-04-11 14:30:00.000;11;11;6;6
L1587;CF-3;65120;65120 - Lower Panel LF;2019-04-23 07:30:00.000;2019-04-25 16:30:00.000;2019-03-28 07:00:00.000;2019-04-01 15:15:00.000;16;16;3;3
L1587;CF-3;65900;65900 - Shell Lower;2019-05-02 07:30:00.000;2019-05-09 16:30:00.000;2019-04-22 07:00:00.000;2019-04-26 23:40:00.000;8;7;5;6
L1587;CF-3;65400;65400 - Upper Panel;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-19 14:20:00.000;2019-03-22 09:30:00.000;15;16;4;3
L1587;CF-3;65360;65360 - Upper Panel RH;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-19 06:10:00.000;2019-03-21 15:40:00.000;16;16;3;3
L1587;CF-3;65300;65300 - Upper Panel LF;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-21 08:45:00.000;2019-03-25 12:00:00.000;14;14;3;3
L1587;CF-3;65780;65780 - Lateral Upper LF;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-04-11 14:25:00.000;2019-04-16 13:00:00.000;3;4;4;3
L1587;CF-3;65840;65840 - Lateral Upper RH;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-04-10 08:00:00.000;2019-04-12 21:35:00.000;5;5;3;3
L1587;CF-3;65960;65960 - Shell Upper;2019-04-26 07:30:00.000;2019-05-06 16:30:00.000;2019-04-17 15:00:00.000;2019-04-25 08:00:00.000;6;6;6;6
L1587;CF-3;66000;66000 - Assy Junction;2019-05-10 07:30:00.000;2019-05-17 16:30:00.000;2019-04-30 16:30:00.000;2019-05-08 23:30:00.000;7;7;6;6
L1587;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-05-21 07:30:00.000;2019-05-23 16:30:00.000;2019-05-09 08:00:00.000;2019-05-14 17:30:00.000;7;8;4;3
L1587;CF-3;GATE A;Gate A;2019-05-24 07:30:00.000;2019-05-28 16:30:00.000;2019-05-16 06:40:00.000;2019-05-20 15:40:00.000;6;6;3;3
L1587;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-05-23 10:00:00.000;2019-05-27 09:30:00.000;2019-05-21 17:00:00.000;2019-05-27 22:00:00.000;0;2;5;3
L1587;CF-3;COMPLEMENTAÇÃO;Complementação;2019-05-27 10:00:00.000;2019-06-04 09:30:00.000;2019-05-29 07:00:00.000;2019-06-03 22:00:00.000;1;-2;4;7
L1587;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-06-04 10:00:00.000;2019-06-05 09:30:00.000;2019-06-04 07:00:00.000;2019-06-04 22:00:00.000;1;0;1;2
L1587;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-06-05 10:00:00.000;2019-06-06 09:30:00.000;2019-06-05 07:00:00.000;2019-06-06 15:00:00.000;0;0;2;2
L1587;CF-3;SELAGEM;Selagem;2019-06-06 10:00:00.000;2019-06-07 09:30:00.000;2019-06-07 07:00:00.000;2019-06-11 15:00:00.000;-2;-1;3;2
L1587;CF-3;PINTURA;Pintura;2019-06-07 10:00:00.000;2019-06-10 09:30:00.000;2019-06-12 07:00:00.000;2019-06-14 15:00:00.000;-4;-3;3;2
L1587;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-06-10 15:00:00.000;2019-06-11 09:30:00.000;2019-06-17 07:00:00.000;2019-06-18 22:00:00.000;-5;-5;2;2
L1587;CF-3;PU FINAL;PU Final;2019-06-11 10:00:00.000;2019-06-13 09:30:00.000;2019-06-19 07:00:00.000;2019-06-19 22:00:00.000;-4;-6;1;3
L1587;CF-3;GATE C;Gate C;2019-06-13 10:00:00.000;2019-06-14 09:30:00.000;2019-06-24 07:00:00.000;2019-06-25 09:00:00.000;-6;-6;2;2
L1587;CF-3;ENVIO EADI;Fuselagem Disponível;2019-06-14 10:00:00.000;2019-06-14 10:00:00.000;2019-06-25 18:00:00.000;2019-06-25 19:00:00.000;-6;-6;1;1
L1588;CF-1;67080;67080 - Enquadramento Porta;2019-05-13 07:30:00.000;2019-05-15 16:30:00.000;2019-05-09 10:00:00.000;2019-05-10 15:00:00.000;3;2;2;3
L1588;CF-1;67120;67120 - Piso;2019-05-13 07:30:00.000;2019-05-21 16:30:00.000;2019-05-09 06:30:00.000;2019-05-15 14:30:00.000;4;2;5;7
L1588;CF-1;67061;67061 - Lateral Lower Right;2019-05-14 07:30:00.000;2019-05-16 16:30:00.000;2019-05-13 09:30:00.000;2019-05-14 15:00:00.000;2;1;2;3
L1588;CF-1;67065;67065 - Lateral Lower Right;2019-05-20 07:30:00.000;2019-05-22 16:30:00.000;2019-05-16 09:00:00.000;2019-05-17 15:00:00.000;3;2;2;3
L1588;CF-1;67051;67051 - Lateral Lower Left;2019-05-17 07:30:00.000;2019-05-21 16:30:00.000;2019-05-18 09:00:00.000;2019-05-21 10:00:00.000;0;-1;2;3
L1588;CF-1;67030;67030 - Shell Lower;2019-05-23 07:30:00.000;2019-05-27 16:30:00.000;2019-05-23 09:00:00.000;2019-05-28 11:00:00.000;-1;0;4;3
L1588;CF-1;67042;67042 - Lateral Upper LF;2019-05-16 07:30:00.000;2019-05-20 16:30:00.000;2019-05-17 07:00:00.000;2019-05-21 10:00:00.000;-1;-1;3;3
L1588;CF-1;67041;67041 - Lateral Lower RH;2019-05-17 07:30:00.000;2019-05-21 16:30:00.000;2019-05-10 15:00:00.000;2019-05-16 15:00:00.000;3;5;5;3
L1588;CF-1;67040;67040 - Shell Upper;2019-05-22 07:30:00.000;2019-05-24 16:30:00.000;2019-05-20 10:00:00.000;2019-05-22 15:00:00.000;2;2;3;3
L1588;CF-1;67010;67010 - Assy Junction;2019-05-28 07:30:00.000;2019-05-30 16:30:00.000;2019-05-29 10:00:00.000;2019-05-31 13:00:00.000;-1;-1;3;3
L1588;CF-1;INTERFACE;Interface ;2019-06-03 07:30:00.000;2019-06-05 16:30:00.000;2019-06-03 07:00:00.000;2019-06-06 15:00:00.000;-1;0;4;3
L1588;CF-1;GATE A;Gate A;2019-06-03 07:30:00.000;2019-06-05 16:30:00.000;2019-06-07 07:00:00.000;2019-06-07 15:00:00.000;-2;-4;1;3
L1588;CF-1;COMPLEMENTAÇÃO;Complementação;2019-05-31 07:30:00.000;2019-06-10 16:30:00.000;2019-06-10 10:00:00.000;2019-06-12 22:00:00.000;-2;-6;3;7
L1588;CF-1;GATE B QUA;Gate B Qualidade;2019-06-11 07:30:00.000;2019-06-11 09:30:00.000;2019-06-13 07:00:00.000;2019-06-13 22:00:00.000;-2;-2;1;1
L1588;CF-1;GATE B PRO;Gate B Produção;2019-06-11 10:00:00.000;2019-06-11 16:30:00.000;2019-06-14 07:00:00.000;2019-06-14 15:00:00.000;-3;-3;1;1
L1588;CF-1;SELAGEM;Selagem;2019-06-12 07:30:00.000;2019-06-12 16:30:00.000;2019-06-17 07:00:00.000;2019-06-18 22:00:00.000;-4;-3;2;1
L1588;CF-1;PINTURA;Pintura;2019-06-13 07:30:00.000;2019-06-13 16:30:00.000;2019-06-19 07:00:00.000;2019-06-19 22:00:00.000;-4;-4;1;1
L1588;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-06-14 07:30:00.000;2019-06-14 12:00:00.000;2019-06-24 07:00:00.000;2019-06-24 12:00:00.000;-5;-5;1;1
L1588;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-06-14 12:30:00.000;2019-06-14 16:30:00.000;2019-06-24 13:00:00.000;2019-06-24 22:00:00.000;-5;-5;1;1
L1588;CF-1;PU FINAL;PU Final;2019-06-17 07:30:00.000;2019-06-18 16:30:00.000;2019-06-25 07:00:00.000;2019-06-25 15:00:00.000;-4;-5;1;2
L1588;CF-1;GATE C;Gate C;2019-06-19 07:30:00.000;2019-06-19 16:30:00.000;2019-06-25 16:00:00.000;2019-06-26 14:00:00.000;-4;-3;2;1
L1588;CF-1;ENVIO EADI;Fuselagem Disponível;2019-06-24 07:30:00.000;2019-06-24 07:30:00.000;2019-06-26 17:58:00.000;2019-06-26 18:20:00.000;-2;-2;1;1
L1588;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2019-04-04 07:30:00.000;2019-04-09 16:30:00.000;2019-04-04 07:00:00.000;2019-04-04 15:00:00.000;3;0;1;4
L1588;CF-3;65420;65420 - Enquadramento Porta;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-03-21 06:30:00.000;2019-03-25 12:10:00.000;18;18;3;3
L1588;CF-3;65480;65480 - Enquadramento Porta;2019-04-15 07:30:00.000;2019-04-17 16:30:00.000;2019-03-28 06:30:00.000;2019-03-29 15:30:00.000;12;11;2;3
L1588;CF-3;65540;65540 - Enquadramento Porta;2019-04-15 07:30:00.000;2019-04-17 16:30:00.000;2019-03-28 09:17:00.000;2019-04-01 08:00:00.000;11;11;3;3
L1588;CF-3;65600;65600 - Piso;2019-04-29 07:30:00.000;2019-05-02 16:30:00.000;2019-04-03 10:00:00.000;2019-04-08 15:30:00.000;16;16;3;3
L1588;CF-3;65660;65660 - Piso;2019-04-29 07:30:00.000;2019-05-02 16:30:00.000;2019-03-25 06:30:00.000;2019-03-26 15:00:00.000;24;23;2;3
L1588;CF-3;65180 LIGHT;65180 - Light Lower Panel;2019-04-10 07:30:00.000;2019-04-12 16:30:00.000;2019-04-04 15:00:00.000;2019-04-09 15:15:00.000;3;4;4;3
L1588;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-03-18 16:10:00.000;2019-03-20 23:00:00.000;21;21;3;3
L1588;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2019-04-23 07:30:00.000;2019-04-25 16:30:00.000;2019-03-28 14:30:00.000;2019-04-01 23:00:00.000;16;16;3;3
L1588;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-14 21:45:00.000;2019-03-19 19:40:00.000;18;19;4;3
L1588;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2019-04-11 07:30:00.000;2019-04-15 16:30:00.000;2019-03-22 08:30:00.000;2019-03-26 15:00:00.000;13;13;3;3
L1588;CF-3;65180;65180 - Lower Panel;2019-04-15 07:30:00.000;2019-04-17 16:30:00.000;2019-04-09 17:00:00.000;2019-04-10 23:00:00.000;5;4;2;3
L1588;CF-3;65720;65720 - Lower Fuselage;2019-04-18 07:30:00.000;2019-04-23 16:30:00.000;2019-04-10 23:15:00.000;2019-04-12 21:20:00.000;6;6;3;3
L1588;CF-3;65240;65240 - Lower Panel RH;2019-04-23 07:30:00.000;2019-04-25 16:30:00.000;2019-03-27 08:00:00.000;2019-04-01 14:30:00.000;16;17;4;3
L1588;CF-3;65110;65110 - Lateral LowerRH;2019-04-26 07:30:00.000;2019-05-06 16:30:00.000;2019-04-15 10:00:00.000;2019-04-22 14:30:00.000;9;8;5;6
L1588;CF-3;65120;65120 - Lower Panel LF;2019-04-29 07:30:00.000;2019-05-02 16:30:00.000;2019-04-01 23:50:00.000;2019-04-04 15:00:00.000;18;18;3;3
L1588;CF-3;65900;65900 - Shell Lower;2019-05-08 07:30:00.000;2019-05-15 16:30:00.000;2019-04-25 18:00:00.000;2019-05-02 23:00:00.000;9;8;5;6
L1588;CF-3;65400;65400 - Upper Panel;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-03-22 10:00:00.000;2019-03-27 06:30:00.000;16;17;4;3
L1588;CF-3;65360;65360 - Upper Panel RH;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-03-27 08:45:00.000;2019-03-29 09:45:00.000;14;14;3;3
L1588;CF-3;65300;65300 - Upper Panel LF;2019-04-17 07:30:00.000;2019-04-22 16:30:00.000;2019-03-26 08:00:00.000;2019-03-28 10:30:00.000;15;15;3;3
L1588;CF-3;65780;65780 - Lateral Upper LF;2019-04-24 07:30:00.000;2019-04-26 16:30:00.000;2019-04-16 13:30:00.000;2019-04-22 10:00:00.000;4;5;4;3
L1588;CF-3;65840;65840 - Lateral Upper RH;2019-04-24 07:30:00.000;2019-04-26 16:30:00.000;2019-04-12 21:30:00.000;2019-04-16 22:00:00.000;7;7;3;3
L1588;CF-3;65960;65960 - Shell Upper;2019-05-03 07:30:00.000;2019-05-10 16:30:00.000;2019-04-23 06:00:00.000;2019-04-30 12:00:00.000;7;7;6;6
L1588;CF-3;66000;66000 - Assy Junction;2019-05-16 07:30:00.000;2019-05-23 16:30:00.000;2019-05-06 10:00:00.000;2019-05-10 23:30:00.000;9;8;5;6
L1588;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-05-27 07:30:00.000;2019-05-29 16:30:00.000;2019-05-13 09:00:00.000;2019-05-20 12:10:00.000;7;10;6;3
L1588;CF-3;GATE A;Gate A;2019-05-30 07:30:00.000;2019-06-03 16:30:00.000;2019-05-20 12:40:00.000;2019-05-23 15:40:00.000;7;8;4;3
L1588;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-05-29 07:30:00.000;2019-05-30 16:30:00.000;2019-05-27 08:00:00.000;2019-05-28 22:00:00.000;2;2;2;2
L1588;CF-3;COMPLEMENTAÇÃO;Complementação;2019-05-31 07:30:00.000;2019-06-07 16:30:00.000;2019-05-29 07:00:00.000;2019-06-06 15:00:00.000;1;2;7;6
